"code","name","offName","alias","localName","zone","address","nearestStations","trackType","lat","lng","priority","type","updatedOnNum"
"JAT","Jammu Tawi","JAMMU TAWI","Vaishno Devi","","9","Railway Road, Trikuta Nagar, Jammu - 180012, Jammu and Kashmir","JAT:0,BBMN:9,BLA:11,VJPJ:21,SGRR:21,","3","32.7062","74.88056","6","0","0"
"BBMN","Bari Brahman","BARI BRAHMAN","","Bahmane Bari","9","Railway Road, Bari Brahmana, District Samba - 181133, Jammu and Kashmir","BBMN:0,JAT:9,VJPJ:12,BLA:20,SMBX:24,","3","32.63897","74.91652","2","0","0"
"VJPJ","Vijaypur Jammu","VIJIYPUR JAMMU","","","9","Railway Road, Vijaypur, District Samba - 184120, Jammu and Kashmir","VJPJ:0,BBMN:12,SMBX:12,JAT:21,GHGL:21,","3","32.57231","75.02124","4","0","0"
"SMBX","Samba","SAMBA","","Kalibari","9","Railway Road, Kalibari, District Samba - 184121, Jammu and Kashmir","SMBX:0,GHGL:9,VJPJ:12,HRNR:15,CKDL:18,BBMN:24,CHNR:24,","3","32.52819","75.12032","2","0","0"
"GHGL","Ghagwal","GHAGWAL","","","9","Ghagwal - Rajpura road , Ghagwal, District Samba - 184141, Jammu and Kashmir","GHGL:0,HRNR:6,CKDL:9,SMBX:9,CHNR:15,VJPJ:21,BDHY:22,","3","32.50471","75.2138","2","0","0"
"HRNR","Hira Nagar","HIRA NAGAR","","","9","Railway Road, Tehsil Hiranagar, District Kathua - 184142, Jammu and Kashmir","HRNR:0,CKDL:3,GHGL:6,CHNR:9,SMBX:15,BDHY:16,","3","32.48726","75.26842","4","0","0"
"CKDL","Chak Dayala","CHAKDAYALA","","Dayala Chak","9","NH 44, Dayala Chak, District Kathua - 184142, Jammu and Kashmir","CKDL:0,HRNR:3,CHNR:6,GHGL:9,BDHY:13,SMBX:18,KTHU:25,","3","32.47939","75.30502","2","0","0"
"BDHY","Budhi","BUDHI","","","9","Village Barnoti, District Kathua - 184143, Jammu and Kashmir","BDHY:0,CHNR:7,KTHU:12,CKDL:13,HRNR:16,MDPB:21,GHGL:22,","3","32.44084","75.43364","2","0","0"
"KTHU","Kathua","KATHUA","","Govindsar","9","Railway Road, Govindsar, District Kathua - 184102, Jammu and Kashmir","KTHU:0,MDPB:9,BDHY:12,SJNP:16,CHNR:19,BHRL:21,PTKC:24,PTK:24,CKDL:25,SRM:25,","3","32.39792","75.55132","5","0","0"
"MDPB","Madhopur Punjab","MADHOPUR PUNJAB","","","9","NH44, Madhopur, District Pathankot - 145024, Punjab","MDPB:0,SJNP:7,KTHU:9,BHRL:12,PTKC:15,PTK:15,SRM:16,BDHY:21,JK:21,KNDI:24,","3","32.35911","75.5951","2","0","0"
"SJNP","Sujanpur","SUJANPUR","","","9","Station Road, Sujanpur, District Pathankot - 145023, Punjab","SJNP:0,BHRL:5,MDPB:7,PTK:8,PTKC:8,SRM:9,JK:14,KTHU:16,KNDI:17,PMQ:21,GILA:21,","3","32.31271","75.61357","2","0","1642919165"
"PTK","Pathankot Jn","PATHANKOT","Dharamshala McleodGanj McloudGanj McCloudGanj","","9","Gurdaspur Road, Pathankot - 145001, Punjab","PTK:0,BHRL:3,PTKC:4,SRM:7,SJNP:8,JK:12,KNDI:14,MDPB:15,GILA:18,PMQ:19,NUPR:20,DNN:24,MRTL:24,KTHU:24,","2","32.272054","75.647762","5","1","1648280808"
"CHKB","Chakki Bank","CHAKKI BANK","Dharamshala Mcleodganj McCloudganj McLoudGanj","Pathankot Cantonment","9","NH44, Pathankot Cantt, District Pathankot - 145001, Punjab","CHKB:0,PTKC:0,PTK:2,BHRL:2,SRM:6,SJNP:7,KNDI:10,JK:11,GILA:14,MDPB:14,PMQ:18,MRTL:20,NUPR:22,DNN:23,KTHU:23,","12","32.259077","75.636349","2","0","0"
"MRTL","Mirthal","MIRTHAL","","","9","NH44, Mirthal, District Pathankot - 145101, Punjab","MRTL:0,GILA:6,KNDI:10,BNGL:11,PTKC:20,MEX:20,BHRL:23,PTK:24,","3","32.11252","75.60799","2","0","0"
"MEX","Mukerian","MUKERIAN","","","9","Railway Road, Kishanpura, Mukerian, District Hoshiarpur - 144211, Punjab","MEX:0,UCB:9,BNGL:9,DZA:16,GSB:19,MRTL:20,KZX:23,","3","31.94208","75.61172","4","0","1737315758"
"DZA","Dasuya","DASUYA","","Dasooha","9","NH44, Dasuya, District Hoshiarpur - 144205, Punjab","DZA:0,GSB:3,UCB:7,KZX:7,TDO:15,MEX:16,CGH:21,BNGL:25,","3","31.80837","75.65766","4","0","1625735026"
"TDO","Tanda Urmar","TANDA URMAR","","Urmar Tanda","9","Railway Road, Tanda, District Hoshiarpur - 144204, Punjab","TDO:0,CGH:6,KZX:8,GSB:12,BPRS:13,DZA:15,UCB:22,KKL:22,","3","31.67262","75.63789","4","0","1625735026"
"BPRS","Bhogpur Sirwal","BHOGPUR SIRWAL","Bogpur Sirwal","","9","Railway Road, Bhogpur, District Jalandhar - 144201, Punjab","BPRS:0,CGH:7,KKL:9,TDO:13,AWL:15,KZX:21,GSB:25,SCPD:25,","3","31.55485","75.64515","2","0","1625735026"
"JUC","Jalandhar City Jn","JALANDHAR CITY","","","9","Railway Road, Mandi Fentonganj, District Jalandhar - 144001, Punjab","JUC:0,LKK:3,SCPD:3,DAVJ:4,JRC:5,SRX:7,BLND:11,JME:11,AWL:13,KWJ:13,CEU:14,KRE:15,TYK:18,KKL:19,KXH:21,PGW:21,HMR:21,KUPR:22,SQK:25,","3","31.33121","75.59116","7","1","1570198098"
"KXH","Kapurthala","KAPURTHALA","","","9","Railway Road, Kapurthala - 144601, Punjab","KXH:0,RCF:6,HSQ:8,KWJ:8,PJA:13,DAVJ:17,DDY:18,JUC:21,SCPD:24,LKK:24,SQR:25,","2","31.366299","75.382386","4","0","1570196124"
"SQR","Sultanpur Lodhi","SULTANPUR LODI","","","9","Railway Station Road, Sultanpur Lodhi, District Kapurthala - 144626, Punjab","SQR:0,LNK:6,DDY:7,KGKD:12,PJA:12,GOD:13,SDZ:17,HSQ:17,RCF:19,MLKH:21,JGW:23,KXH:25,","2","31.21094","75.202552","4","0","1570196124"
"LNK","Lohian Khas Jn","LOHIAN KHAS JN","","","9","NH-703A, Lohian Khas, District Jalandhar - 144629, Punjab","LNK:0,KGKD:6,SQR:6,GOD:7,SDZ:11,DDY:13,MLKH:15,JGW:17,PJA:18,MQS:20,HSQ:23,MXH:24,RCF:25,","2","31.165223","75.19664","4","1","1570196124"
"MXH","Makhu","MAKHU","","","9","Railway Road, Makhu, District Firozpur - 142044, Punjab","MXH:0,JGW:7,BWF:9,GOD:17,MWX:18,LNK:24,TSS:25,","2","31.106119","74.983903","4","0","0"
"MWX","Mallanwala Khas","MALLANWALA KHAS","","","9","NH-703A, Mallanwala, District Firozpur - 152021, Punjab","MWX:0,TSS:7,BWF:9,MFM:13,MXH:18,FZR:24,GYL:25,JGW:25,","2","31.04715","74.81374","4","0","0"
"FZR","Firozpur Cantt Jn","FIROZPUR CANT","Ferozepur","","9","Station Road, Firozpur Cantt, District Firozpur - 152001, Punjab","FZR:0,FZP:3,SWX:9,KBU:11,MFM:11,KIQ:12,DDK:14,TSS:17,PHS:18,GHA:19,DODH:19,MWX:24,SULH:25,","2","30.941881","74.617982","6","1","0"
"FDK","Faridkot","FARIDKOT","","","9","NH 15, Faridkot, Punjab","FDK:0,PKZ:6,GZS:9,KKP:13,GHA:13,KBU:21,RLS:22,WDJ:22,AJTM:25,","2","30.683325","74.762003","4","0","0"
"KKP","Kot Kapura Jn","KOT KAPURA","","","9","Muktsar Road, Kotkapura, District Faridkot ; Pincode;151204, Punjab","KKP:0,GZS:4,WDJ:9,RLS:9,AJTM:12,FDK:13,GJUT:17,BRW:18,PKZ:19,CBX:24,JBW:24,","2","30.58041","74.81741","4","1","0"
"GJUT","Gangsar Jaito","GANGSAR JAITU","","Jaitu","9","Railway Road, Jaitu, District Faridkot - 151202, Punjab","GJUT:0,AJTM:5,CBX:7,RLS:8,GNA:14,KKP:17,GZS:21,","2","30.44523","74.87872","4","0","0"
"BTI","Bathinda Jn","BATHINDA JN","bhatinda batinda","","9","Off. GT Road, Mall Road, Old City, Bathinda - 151 005, Punjab","BTI:0,GSW:9,BWX:9,BTIC:9,GHB:10,KZW:10,GNA:12,SGA:16,BHX:16,SGF:17,BCU:18,MKBH:19,KTF:19,CBX:19,BNLS:22,LHM:25,BWB:25,","3","30.212486","74.932554","6","1","1716844301"
"MBY","Mandi Dabwali","MANDI DABWALI","","","7","Railway Station Road, Meena Bazaar, Mandi Dabwali, District Sirsa - 125104, Haryana","MBY:0,PTRL:6,BMK:9,BWB:10,SGF:18,DABN:20,","2","29.96651","74.70044","4","0","1714678024"
"SGRA","Sangaria","SANGARIA","","","7","MDR 105, Sangariya, Dist:- Hanumangarh, 335063, Rajasthan","SGRA:0,DABN:11,MNSR:14,NAWN:19,BMK:22,","2","29.79306","74.46657","4","0","0"
"HMH","Hanumangarh Jn","HANUMANGARH JN","","","7","Station Rd, Dal Singh Nagar, Hanumangarh, Rajasthan 335512, Rajasthan","HMH:0,HMO:7,NAWN:7,JRKN:8,MNSR:12,DBI:13,HLW:14,SRKN:17,DPK:20,SJSM:20,TIBI:23,BUGL:24,PGK:25,","2","29.61228","74.29398","5","1","0"
"PGK","PiliBanga","PILI BANGAN","banga","","7","MDR 103, Pilibanga, Dist.- Hanumangarh, 335803, Rajasthan","PGK:0,AMPR:8,DBI:12,RMH:16,HMH:25,SOG:25,","2","29.48363","74.07892","4","0","0"
"SOG","Suratgarh Jn","SURATGARH JN","","","7","PWD Colony, Suratgarh PIN - 335804, Rajasthan","SOG:0,BNSR:5,RMH:9,SHWL:12,SRZ:16,AMPR:17,BDWL:17,SRPR:21,JES:25,PGK:25,","3","29.324063","73.907137","5","1","1709143641"
"LKS","Lunkaransar","LUNKARANSAR","","","7","NH 62, Lunkaransar Salt Lake, Lunkaransar, District: Bikaner. Pin: 334603, Rajasthan","LKS:0,NTZ:11,DLC:13,MLC:22,DHRR:23,","2","28.49228","73.74132","4","0","0"
"LGH","Lalgarh Jn","LALGARH JN","","","7","Major Purnasingh Nagar, Bikaner 334004, Rajasthan","LGH:0,BKN:4,NAL:11,KNSR:13,UMS:16,GDW:20,","2","28.04379","73.314092","5","1","1709061082"
"BKN","Bikaner Jn","BIKANER JN","","","7","[Tel : 0151-2523131/2523132/2523134] Off. NH 754K, Station Road, Bikaner - 334 001, Rajasthan","BKN:0,LGH:4,UMS:12,NAL:15,GDW:16,KNSR:17,PAE:22,","2","28.01432","73.31591","6","1","1714909034"
"DSO","Deshnoke","DESHNOK","","","7","NH 89, Deshnok , Dist - Bikaner, Rajasthan","DSO:0,PAE:10,SPO:15,UMS:20,","2","27.790961","73.33838","4","0","1726685162"
"NOK","Nokha","NOKHA","nokha","","7","Nokha Mandi Railway Station, State Highway 20, Nokha , Dist - Bikaner, Rajasthan","NOK:0,CLO:14,SPO:17,SBLJ:18,","2","27.5562","73.4752","4","0","0"
"NGO","Nagaur","NAGAUR","","","7","SH 19, Nagaur-Bikaner Road, Nagaur, Rajasthan","NGO:0,BWS:15,MDW:18,ALAI:23,","2","27.1995","73.7236","5","0","0"
"MDW","Marwar Mundwa","MARWAR MUNDWA","","","7","Bus Station, Mundwa, District Nagaur - 341026, Rajasthan","MDW:0,KJW:16,NGO:18,DSL:25,","2","27.0637","73.8157","2","0","0"
"MTD","Merta Road Jn","MERTA ROAD JN","","","7","Off. Merta - Mundwa Road (SH 39), Merta Road, District Nagaur - 341 511, Rajasthan","MTD:0,MTDB:1,MCPE:6,JOM:10,KQW:10,DSL:14,MEC:15,REN:17,GOTN:19,KJW:23,","3","26.728059","73.917737","6","1","1714809593"
"GOTN","Gotan","GOTAN","","","7","MDR 58, Gotan, nagaur district ,342902, Rajasthan","GOTN:0,KXG:7,JOM:9,UMED:18,MTD:19,MTDB:20,MCPE:25,","3","26.65263","73.738248","4","0","0"
"PPR","Pipar Road Jn","PIPAR ROAD JN","","","7","State Highway 58 , Salva , Pipar road , District - Jodhpur , Pin Code -  342606 ., Rajasthan","PPR:0,KSW:7,SWF:9,PCY:13,AAS:16,UMED:19,SILR:22,JWL:25,","3","26.45202","73.44765","4","1","1703327177"
"RKB","Raika Bagh Palace Jn","RAIKA BAGH P JN","","","7","Near Central Bus Terminal, Raika Bagh, District Jodhpur - 342006, Rajasthan","RKB:0,JU:2,MMC:2,JUCT:6,BGKT:6,MDB:7,BANE:9,BNO:12,SZ:19,JWL:20,","3","26.291344","73.04009","4","1","1563470744"
"JU","Jodhpur","JODHPUR JN","","","7","Near Siraj Dokadia Road, Maharaja Umaid Singh Statue Circle, MG Hospital Road, Ratanada, Jodhpur, District - Jodhpur. Pin - 342001., Rajasthan","JU:0,RKB:2,MMC:4,BGKT:4,BANE:7,JUCT:8,MDB:9,BNO:14,SZ:17,JWL:22,HWT:25,","3","26.283581","73.023086","6","0","1676674589"
"LUNI","Luni Jn","LUNI JN","","","7","Luni Junction Railway Rd, SH 68 (Luni Road), Luni, District - Jodhpur. Pincode - 342802., Rajasthan","LUNI:0,HWT:7,SUT:7,DUK:13,RT:13,SZ:15,DOR:25,BANE:25,","3","26.002829","73.002613","5","1","1702365929"
"PMY","Pali Marwar","PALI MARWAR","","","7","Off. Jodhpur Road, Railway Station Road, Sardar Patel Nagar, Pali - 306 401, Rajasthan","PMY:0,BOM:11,KAI:15,RKZ:21,","2","25.79115","73.32745","5","0","1702365929"
"MJ","Marwar Jn","MARWAR JN","","","7","Off. SH 61, Railway Station Road, Marwar, District Pali - 306 001, Rajasthan","MJ:0,AUWA:8,DRS:9,RKZ:10,MRWS:15,BOM:20,SOD:21,BWA:22,FLD:25,","3","25.72077","73.61065","6","1","1712131582"
"FA","Falna","FALNA","","","7","SH 16, Near Golden Temple, Falna, District: Pali. Pin: 306116, Rajasthan","FA:0,BRLY:8,KZQ:8,RANI:15,JWB:16,","3","25.23559","73.23461","5","0","1580306330"
"ABR","Abu Road","ABU ROAD","Mount Abu","","7","Station Chauraha, Mount Rd/Mount Abu Rd, Sadar Bazar, Railway Colony, Abu Road, District: Sirohi. Pin: 307026., Rajasthan","ABR:0,MXO:3,KWI:9,MAA:9,SIM:17,BMN:17,SZA:23,SRPJ:25,","3","24.48081","72.78518","6","0","1568394144"
"PNU","Palanpur Jn","PALANPUR JN","","","16","Rabariwas , Dhundhiyawadi , Palanpur, Banaskantha - 385 001, Gujarat","PNU:0,KRJD:5,UM:8,CTT:11,CDS:14,JTY:15,CHP:16,IQG:22,","3","24.17496","72.43053","6","1","1718798793"
"SID","Siddhpur","SIDDHPUR","","","16","Near Nagarpalika, Rudra Mahalaya Road, Siddhpur, Patan - 384151, Gujarat","SID:0,UJA:14,CHP:14,UM:22,","3","23.91845","72.36794","4","0","0"
"UJA","Unjha","UNJHA","","New Unjha","16","Palanpur Highway, New Unjha, Mahesana - 384170, Gujarat","UJA:0,SID:14,MSH:23,","3","23.786242","72.382664","4","0","1718798793"
"MSH","Mahesana Jn","MAHESANA JN","","","16","Off. GJ SH 56A, Rajmahel Road, Pilaji Ganj, Mehsana - 384 001, Gujarat","MSH:0,LCH:9,JDN:10,RLD:10,PDGP:13,DHJ:14,UMN:17,SHLV:18,JTN:18,VNG:20,BTYA:22,UJA:23,","4","23.60249","72.38903","6","1","1718798793"
"SBC","KSR Bengaluru City Jn","KSR BENGALURU","banglore city","Majestic/City Railway Station Bangalore","13","Gubbi Thotadappa Rd, M.G. Railway Colony,Subash Nagar (Majestic), Bengaluru-560023, Karnataka","SBC:0,MWM:3,BNC:4,KNDV:5,YPR:6,BNCE:7,NYH:7,YPRA:8,BAND:8,SMVB:9,GNB:9,LOGH:10,BYPY:10,BYPL:11,KJM:12,KDGH:12,BYPA:12,CSDR:12,BPHI:12,KGI:12,HEB:13,BAW:14,SDVL:17,YNK:17,THSA:18,HDIH:18,BLRR:20,WFD:22,HJL:23,CRLM:23,","3","12.97759","77.5684","8","1","1565385990"
"HUP","Hindupur","HINDUPUR","","Hindupuram/Lepakshi","13","Vasavi Dharmashala Rd , Lakshmipuram, Hindupur, Sri Satya Sai (Dist) 515201, Andhra Pradesh","HUP:0,DPE:10,MLU:11,VWA:17,GBD:23,CPL:24,","3","13.8187","77.50026","5","0","1564494347"
"DMM","Dharmavaram Jn","DHARMAVARAM JN","Sai Puttaparthi Puttaparti","","10","Railway Station Road, Kothapeta, Dharmavaram, District Sri Sathya Sai - 515 672, Andhra Pradesh","DMM:0,CCA:11,NGM:15,CCI:15,BSPL:15,ZPL:21,","3","14.42658","77.71586","6","1","1717011785"
"ATP","Anantapur","ANANTAPUR","Ananthapur Puttaparti Puttaparthi Sai","","10","Railway Station Road, Srinivasa Nagar, Anantapur, Pin- 515004, Tel - 08554-244444, Andhra Pradesh","ATP:0,PSPY:3,TAC:8,ZPL:12,GDE:17,CCA:22,","3","14.68663","77.59516","6","0","0"
"GY","Gooty Jn","GOOTY","","","10","Railway Station Road, Near Railway Institute - Boxn Wagon ROH Depot Road, Gooty, Anantapur District, Pin- 515402, Andhra Pradesh","GY:0,GYF:3,TKPY:7,PLU:11,JKO:12,PGDI:15,NKDO:16,RLPL:20,PMD:20,RLO:24,TIM:25,","3","15.14961","77.62584","5","1","1643689115"
"GTL","Guntakal Jn","GUNTAKAL JN","","","10","[Tel; 08552 - 227131/32] Railway High School Road, Modinabad, Guntakal, District Anantapur - 515 801, Andhra Pradesh","GTL:0,TIM:3,HNMN:3,MLGT:7,GPU:11,NKDO:12,MKR:12,BLL:12,SNKG:16,PLU:17,BNL:19,VPL:21,MGV:21,TKBN:22,","3","15.175213","77.367956","6","1","1716830814"
"AD","Adoni","ADONI","","","10","Adoni  - 518301 Tel; 08512-252368, Andhra Pradesh","AD:0,NRR:9,KGL:15,","3","15.617427","77.274457","5","0","0"
"MALM","Mantralayam Road","MANTHRALAYAM RD","Mantralayam","Tungabhadra","10","Station Road. Dibbanadoddi,, Tungabhadra, Kurnool dist. - 518349 [Tel; 08512-259830], Andhra Pradesh","MALM:0,HPH:3,MTU:12,KO:13,MRC:19,","3","15.94437","77.29791","5","0","0"
"RC","Raichur Jn","RAICHUR JN","","","10","Jn Pt GWD/GTL/WADI,Azad Nagar ,Opp To Rly Garden, Raichur - 584101, Karnataka","RC:0,MRC:10,CK:17,MTU:17,YDLP:23,","3","16.19332","77.33953","6","1","0"
"WADI","Wadi Jn","WADI","","","1","Near MG School(Jn Pt VKB/GTL/SUR), Wadi - 585225, Karnataka","WADI:0,HLKT:1,WDC:2,SDB:10,SUH:10,NW:13,CT:16,SPHL:20,MR:21,MQR:25,","3","17.05474","76.99229","5","1","1594993027"
"GR","Kalaburagi Jn","GULBARGA","","Gulbarga","1","Jn. Point - WADI/HG/KHNP, Station Road, Kalaburagi - 585101, Karnataka","GR:0,KLBG:0,BBD:5,HQR:9,TJSP:12,SVG:13,MR:16,HHD:20,","12","17.314683","76.825558","3","1","0"
"SUR","Solapur","SOLAPUR JN","Sholapur Junction","Sholapur","1","Laxmi Vishnu Chawl, Solapur-413002, Maharashtra","SUR:0,TKWD:7,HG:15,PK:16,TLT:22,MVE:25,","3","17.6644","75.89274","6","0","0"
"DD","Daund Jn","DAUND JN","","","1","Jn Pt. PUNE/MMR/SUR/BRMT/LNN , Railway Hospital Road , Daund Dist. Pune  413801, Maharashtra","DD:0,DDAC:1,DDAP:3,DDCC:3,KSTH:11,PAA:11,MDDG:13,KDTN:16,MLM:20,SSI:20,KDG:21,SGND:21,","3","18.46371","74.57889","6","1","1610744400"
"ANG","Ahilyanagar Jn","AHMADNAGAR","ahmad nagar","Nagar Ahmednagar","1","Off. NH 160, Station Road, Anand Nagar, Ahilyanagar - 414 005, Maharashtra","ANG:0,NYDO:12,AKR:13,VL:16,SRL:18,","11","19.07444","74.72176","5","1","1720015639"
"BAP","Belapur","BELAPUR","","Shrirampur","1","SH 44, Belapur, Shrirampur, District - Ahmednagar. Pincode- 413715., Maharashtra","BAP:0,CIT:12,PDGN:12,PB:20,","3","19.61996","74.65988","4","0","0"
"KPG","Kopargaon","KOPARGAON","Shirdi Shiridi","","1","Tel: 02423-222268 ; Sanjivani College Road, Kopargaon, District Ahmednagar - 423 603, Maharashtra","KPG:0,YL:14,KNGN:15,PB:24,","3","19.90359","74.50359","5","0","1704003968"
"MMR","Manmad Jn","MANMAD JN","Shirdi Shiridi","","1","Off. Malegaon - Manmad Road (NH 752G), Railway Station Road, Ahmed Nagar, Manmad, District Nashik - 423 104, Maharashtra","MMR:0,MMRB:1,PNV:5,AAK:8,ANKX:12,ANK:13,NSL:23,NGN:25,LS:25,","4","20.24942","74.43742","7","1","1755698833"
"JL","Jalgaon Jn","JALGAON JN","","","1","Jn Pt. ST/BSL/MMR, Station Rd, Nehru Chowk, Pratap Nagar, Jalgaon, District: Jalgaon. Pin: 425001., Maharashtra","JL:0,BDI:12,PLD:12,SS:12,MWD:21,CHLK:23,BSL:24,","14","21.018297","75.562928","7","1","0"
"AN","Amalner","AMALNER","","","16","State Highway 14, Sane Nagar, Amalner, 425401., Maharashtra","AN:0,BRTK:8,TKHE:11,PDP:16,BHNE:18,BEW:22,DXG:25,","3","21.04958","75.057603","5","0","0"
"NDB","Nandurbar","NANDURBAR","","","16","SH5, Nandurbar, Maharashtra","NDB:0,CUE:5,DWD:9,TISI:12,BAWD:16,RNL:22,KBH:23,","3","21.374","74.2449","6","0","0"
"AKV","Ankleshwar Jn","ANKLESHWAR JN","","","16","Near GSRTC Bus Station, Golden Bridge Road, Ankleshwar GIDC, Bharuch - 393001., Gujarat","AKV:0,BH:9,PAO:10,CVJ:14,HAT:14,KSB:18,NIU:21,","3","21.62535","73.00158","5","1","0"
"MANI","Mani Halt","MANI NAGAR","","","2","Mani Station Road, Distt.- Rohtas ( Sasaram ), Pin - 802212, Bihar","MANI:0,GSK:3,SJV:4,XBKJ:8,GNK:13,HBSH:18,HSB:20,NON:21,BMHT:21,","2","25.1669","84.2235","2","0","0"
"UDZ","Udaipur City","UDAIPUR CITY","","","7","NH-8, Gayariawas, Central Area, District - Udaipur, Pin - 313001, Rajasthan","UDZ:0,RPZ:4,UMRA:11,DRB:14,KLH:24,KRCD:25,","2","24.5673","73.69989","6","0","1608358839"
"ZW","Zawar","ZAWAR","","Zawar Mines","7","Near Hindustan Zinc Ltd. Campus, Zawar Mines, Teh. Girwa, Dist. Udaipur - 313901, Rajasthan","ZW:0,PDQ:8,KRCD:17,JYM:22,","2","24.35821","73.731152","4","0","1694292774"
"JYM","Jai Samand Road","JAI SAMAND ROAD","","","7","MDR 11, Dengari, Rajasthan","JYM:0,SZK:13,PDQ:14,SES:21,ZW:22,","2","24.22112","73.86897","2","0","0"
"DNRP","Dungarpur","DUNGARPUR","","","7","Udaipur Road, Indrakhet, Dungarpur- 314001, Rajasthan","DNRP:0,SHLT:7,KTOA:8,SBHN:15,RDD:18,BHWA:22,","2","23.86761","73.69588","4","0","1608358838"
"HMT","Himmatnagar Jn","HIMMATNAGAR","","","16","Station Road, Himmatnagar, District Sabarkantha - 383001, Gujarat","HMT:0,HPRD:6,VNTD:13,SNSN:14,PRJ:22,RGQ:24,","2","23.59146","72.96008","4","1","1609654410"
"SDGM","Sardargram","SARDARGRAM","","Ahmedabad City Area","16","Naroda Patiya Circle Kubernagar Road, Kuber Nagar, Ahmedabad, Pin; 382345, Gujarat","SDGM:0,SAHP:1,NRD:2,ASV:4,ADI:7,MDRA:9,MAN:10,SBT:12,SBIB:13,CLDY:14,VTA:15,CBCC:15,DBO:15,SBID:17,CDK:18,GER:20,NHM:22,KHDB:23,ABD:23,GG:23,BJD:24,","2","23.07139","72.64252","4","0","1609652925"
"ASV","Asarva","ASARVA JN","","Ahmedabad","16","Naroda Road, Aditya Nagar, D Colony, Asarva, District - Ahmedabad. Pin - 382345., Gujarat","ASV:0,SAHP:3,ADI:3,SBT:4,SDGM:4,SBIB:5,NRD:6,MAN:6,CLDY:9,SBID:9,CDK:10,CBCC:10,VTA:11,MDRA:13,KHDB:15,ABD:16,GER:16,DBO:19,GG:19,BJD:20,KANJ:24,VTP:25,","2","23.04419","72.61309","4","0","1677879467"
"MCA","Mecheda","MECHEDA","","","12","Raksa Chak, Mecheda, Dist - Purba Medinipur - 721137, West Bengal","MCA:0,QGT:3,DTE:7,PKEO:10,PKU:12,BZN:13,HAUR:21,","4","22.414179","87.857871","4","0","0"
"PKU","Panskura Jn","PANSKURA","","","12","Panskura Station Road, Panskura, Dist - Purba Medinipur, West Bengal","PKU:0,PKEO:2,HAUR:9,MCA:12,RDU:14,QGT:15,DTE:19,BCK:20,TMZ:24,BZN:25,SMCK:25,","4","22.392949","87.742543","4","1","0"
"KGP","Kharagpur Jn","KHARAGPUR JN","","","12","Station Road, Kharagpur Town, Dist - Paschim Medinipur - 721301, West Bengal","KGP:0,GMDN:2,KGPW:2,NMPY:4,HIJ:4,GKL:6,NPTY:7,JPR:7,KKQ:9,CSY:10,BPE:12,MDN:13,MPD:13,KSO:17,SMCK:19,BUTA:19,NYA:23,BCK:24,GSL:24,SUA:25,","4","22.34081","87.32595","8","1","1664737315"
"TATA","Tatanagar Jn","TATANAGAR JN","Tata Nagar Jamshedpur","Jamshedpur","12","Station Road, Jugsalai, Jamshedpur, East Singhbhum. Pincode - 831007. Tel :- 0657 2290112, Jharkhand","TATA:0,SLJR:3,ADTP:5,GVDP:7,GMH:11,ASB:15,BIRP:16,RHE:19,BRBS:20,KND:21,HLD:22,KZU:24,","15","22.76858","86.20084","7","1","1642691970"
"CKP","Chakradharpur","CHAKRADHARPUR","","","12","Chakradharpur (West Singhbhum), Jharkhand","CKP:0,LPH:9,BRM:11,RKSN:20,SWR:21,","4","22.67835","85.6273","5","0","0"
"ROU","Rourkela Jn","ROURKELA","raurkela","","12","Railway Station, Madhusudan Marg, Daily Market, Rourkela, District - Sundargarh, PIN - 769001. Tel ;- 0661 2510680, Odisha","ROU:0,PPO:6,BNDM:6,DMF:9,KLG:13,BZR:14,KRMD:15,BGKA:16,LTK:18,KXN:20,BUL:21,","4","22.22811","84.86303","6","1","1594213949"
"GP","Rajgangpur","RAJGANGPUR","Raj Gangpur","","12","Rajgangpur, Sundergarh District, Pincode-770017, Odisha","GP:0,SXN:7,KXN:10,SOGR:13,KLG:17,GPH:18,PPO:24,","4","22.18629","84.58348","4","0","0"
"BMB","Bamra","BAMRA","","","12","Bamra, District - Sundargarh, PIN - 768221, Odisha","BMB:0,TGM:9,DIH:9,BEH:15,GPH:17,PNPL:22,SOGR:22,","4","22.05072","84.29016","4","0","0"
"JSG","Jharsuguda Jn","JHARSUGUDA JN","","","12","Purani Basti, Jharsuguda, District - Jharsuguda, PIN - 768201, Odisha","JSG:0,JSGR:2,BXQ:6,DTV:9,IB:10,BRJN:12,PNPL:14,LPG:15,BPH:21,BEH:21,","16","21.86243","84.018","6","1","0"
"BRJN","Brajrajnagar","BRAJRAJNAGAR","","","11","Brajrajnagar Main Road, Brajrajnagar, Dist - Jharsuguda, Odisha","BRJN:0,IB:2,BPH:9,JSGR:11,JSG:12,BXQ:15,DTV:21,HGR:23,LPG:24,","14","21.822989","83.924002","4","0","1569528375"
"BPH","Belpahar","BELPAHAR","","","11","National Highway 200, Belpahar, Dist :- Jharsuguda, Odisha","BPH:0,BRJN:9,IB:11,HGR:14,JSGR:20,DAO:21,JSG:21,BXQ:24,","14","21.827616","83.848343","4","0","1569528375"
"RIG","Raigarh","RAIGARH","","","11","Station Road, Agrasen Colony, Raigarh - 496001, Chhattisgarh","RIG:0,KDTR:7,KRL:9,BEF:17,JMG:18,","16","21.89097","83.39037","5","0","0"
